state,place_name,fips_place,total_units,sf_1unit_units,duplex_units,mf_3plus_units
MA,Harwich town,29020,33,33,0,0
MA,Hatfield town,29265,8,8,0,0
MA,Haverhill,29405,41,39,2,0
MA,Hawley town,29475,0,0,0,0
MA,Heath town,29650,0,0,0,0
MA,Hingham town,30210,25,25,0,0
MA,Hinsdale town,30315,2,2,0,0
MA,Holbrook town,30455,9,9,0,0
MA,Holden town,30560,58,58,0,0
MA,Holland town,30665,0,0,0,0
MA,Holliston town,30700,13,13,0,0
MA,Holyoke,30840,10,4,6,0
MA,Hopedale town,30945,2,2,0,0
MA,Hopkinton town,31085,66,66,0,0
MA,Hubbardston town,31435,14,14,0,0
MA,Hudson town,31540,23,23,0,0
MA,Hull town,31645,73,11,0,62
MA,Huntington town,31785,2,2,0,0
MA,Ipswich town,32310,9,6,0,3
MA,Kingston town,33220,20,20,0,0
MA,Lakeville town,33920,53,18,0,35
MA,Lancaster town,34165,1,1,0,0
MA,Lanesborough town,34340,2,2,0,0
MA,Lawrence,34550,11,11,0,0
MA,Lee town,34655,7,7,0,0
MA,Leicester town,34795,14,12,2,0
MA,Lenox town,34970,13,13,0,0
MA,Leominster,35075,9,7,2,0
MA,Leverett town,35180,1,1,0,0
MA,Lexington town,35215,108,73,2,33
MA,Leyden town,35285,0,0,0,0
MA,Lincoln town,35425,3,3,0,0
MA,Littleton town,35950,6,6,0,0
MA,Longmeadow town,36300,3,3,0,0
MA,Lowell,37000,112,38,6,68
MA,Ludlow town,37175,66,42,24,0
MA,Lunenburg town,37420,15,15,0,0
MA,Lynn,37490,265,14,6,245
MA,Lynnfield town,37560,19,19,0,0
MA,Malden,37875,80,0,2,78
MA,Manchester-by-the-Sea town,37995,7,7,0,0
MA,Mansfield town,38225,5,5,0,0
MA,Marblehead town,38400,13,13,0,0
MA,Marion town,38540,6,6,0,0
MA,Marlborough,38715,323,14,0,309
MA,Marshfield town,38855,315,40,0,275
MA,Mashpee town,39100,27,27,0,0
MA,Mattapoisett town,39450,26,26,0,0
MA,Maynard town,39625,3,1,2,0
MA,Medfield town,39765,10,10,0,0
MA,Medford,39835,11,9,2,0
MA,Medway town,39975,27,27,0,0
MA,Melrose,40115,2,2,0,0
MA,Mendon town,40255,15,15,0,0
MA,Merrimac town,40430,1,1,0,0
MA,Methuen,40675,15,15,0,0
MA,Middleborough town,40850,77,77,0,0
MA,Middlefield town,40990,1,1,0,0
MA,Middleton town,41095,9,9,0,0
MA,Milford town,41165,17,17,0,0
MA,Millbury town,41340,51,47,0,4
MA,Millis town,41515,83,83,0,0
MA,Millville town,41585,1,1,0,0
MA,Milton town,41690,6,6,0,0
MA,Monroe town,42040,0,0,0,0
MA,Monson town,42145,13,13,0,0
MA,Montague town,42285,6,6,0,0
MA,Monterey town,42460,5,5,0,0
MA,Montgomery town,42530,4,4,0,0
MA,Mount Washington town,43300,0,0,0,0
MA,Nahant town,43580,0,0,0,0
MA,Nantucket town,43790,262,218,24,20
MA,Natick town,43895,29,29,0,0
MA,Needham town,44105,80,78,2,0
MA,New Ashford town,44385,0,0,0,0
MA,New Bedford,45000,7,5,2,0
MA,New Braintree town,45105,2,2,0,0
MA,New Marlborough town,45420,1,1,0,0
MA,New Salem town,45490,7,7,0,0
MA,Newbury town,45175,12,12,0,0
MA,Newburyport,45245,7,7,0,0
MA,Newton,45560,407,52,0,355
MA,Norfolk town,46050,66,66,0,0
MA,North Adams,46225,2,2,0,0
MA,North Andover town,46365,18,1,6,11
MA,North Attleborough Town,46598,48,22,6,20
MA,North Brookfield town,47135,2,2,0,0
MA,North Reading town,48955,135,9,0,126
MA,Northampton,46330,58,36,0,22
MA,Northborough town,46820,9,3,6,0
MA,Northbridge town,46925,45,41,4,0
MA,Northfield town,47835,0,0,0,0
MA,Norton town,49970,22,22,0,0
MA,Norwell town,50145,9,9,0,0
MA,Norwood town,50250,9,9,0,0
MA,Oak Bluffs town,50390,37,31,2,4
MA,Oakham town,50670,1,1,0,0
MA,Orange town,51265,15,9,0,6
MA,Orleans town,51440,35,33,2,0
MA,Otis town,51580,1,1,0,0
MA,Oxford town,51825,11,11,0,0
MA,Palmer Town,52144,5,5,0,0
MA,Paxton town,52420,1,1,0,0
MA,Peabody,52490,29,21,8,0
MA,Pelham town,52560,0,0,0,0
MA,Pembroke town,52630,2,2,0,0
MA,Pepperell town,52805,5,5,0,0
MA,Peru town,53050,0,0,0,0
MA,Petersham town,53120,0,0,0,0
MA,Phillipston town,53225,13,13,0,0
MA,Pittsfield,53960,15,6,6,3
MA,Plainfield town,54030,7,7,0,0
MA,Plainville town,54100,1,1,0,0
MA,Plymouth town,54310,293,293,0,0
MA,Plympton town,54415,4,0,4,0
MA,Princeton town,55395,10,10,0,0
MA,Provincetown town,55500,7,5,2,0
MA,Quincy,55745,311,11,8,292
MA,Randolph Town,56000,44,28,6,10
MA,Raynham town,56060,162,31,8,123
MA,Reading town,56130,35,25,0,10
MA,Rehoboth town,56375,109,109,0,0
MA,Revere,56585,92,2,16,74
MA,Richmond town,56795,4,4,0,0
MA,Rochester town,57600,0,0,0,0
MA,Rockland town,57775,7,7,0,0
MA,Rockport town,57880,9,5,0,4
MA,Rowe town,58335,1,1,0,0
MA,Rowley town,58405,8,8,0,0
MA,Royalston town,58580,3,3,0,0
MA,Russell town,58650,0,0,0,0
MA,Rutland town,58825,54,54,0,0
MA,Salem,59105,35,11,0,24
MA,Salisbury town,59245,62,37,12,13
MA,Sandisfield town,59665,3,3,0,0
MA,Sandwich town,59735,31,28,0,3
MA,Saugus town,60015,7,7,0,0
MA,Savoy town,60225,1,1,0,0
MA,Scituate town,60330,9,9,0,0
MA,Seekonk town,60645,23,23,0,0
MA,Sharon town,60785,8,8,0,0
MA,Sheffield town,61065,8,8,0,0
MA,Shelburne town,61135,1,1,0,0
MA,Sherborn town,61380,5,5,0,0
MA,Shirley town,61590,31,3,28,0
MA,Shrewsbury town,61800,0,0,0,0
MA,Shutesbury town,61905,4,4,0,0
MA,Somerset town,62430,112,0,0,112
MA,Somerville,62535,83,3,4,76
MA,South Hadley town,64145,9,9,0,0
MA,Southampton town,62745,0,0,0,0
MA,Southborough town,63165,0,0,0,0
MA,Southbridge Town,63345,3,3,0,0
MA,Southwick town,65825,20,20,0,0
MA,Spencer town,66105,22,22,0,0
MA,Springfield,67000,163,57,0,106
MA,Sterling town,67385,8,8,0,0
MA,Stockbridge town,67595,8,8,0,0
MA,Stoneham town,67665,12,8,4,0
MA,Stoughton town,67945,8,8,0,0
MA,Stow town,68050,1,1,0,0
MA,Sturbridge town,68155,13,13,0,0
MA,Sudbury town,68260,10,10,0,0
MA,Sunderland town,68400,1,1,0,0
MA,Sutton town,68610,20,20,0,0
MA,Swampscott town,68645,72,7,0,65
MA,Swansea town,68750,20,20,0,0
MA,Taunton,69170,102,39,14,49
MA,Templeton town,69275,68,12,2,54
MA,Tewksbury town,69415,18,8,0,10
MA,Tisbury town,69940,19,19,0,0
MA,Tolland town,70045,4,4,0,0
MA,Topsfield town,70150,0,0,0,0
MA,Townsend town,70360,5,5,0,0
MA,Truro town,70605,11,11,0,0
MA,Tyngsborough town,71025,30,30,0,0
MA,Tyringham town,71095,2,2,0,0
MA,Upton town,71480,35,35,0,0
MA,Uxbridge town,71620,35,25,10,0
MA,Wakefield town,72215,149,14,0,135
MA,Wales town,72390,2,2,0,0
MA,Walpole town,72495,12,12,0,0
MA,Waltham,72600,32,32,0,0
MA,Ware town,72880,75,2,0,73
MA,Wareham town,72985,50,48,2,0
MA,Warren town,73090,14,14,0,0
MA,Warwick town,73265,0,0,0,0
MA,Washington town,73335,3,3,0,0
MA,Watertown,73405,17,17,0,0
MA,Wayland town,73790,1,1,0,0
MA,Webster town,73895,9,9,0,0
MA,Wellesley town,74175,41,41,0,0
MA,Wellfleet town,74385,20,20,0,0
MA,Wendell town,74525,0,0,0,0
MA,Wenham town,74595,2,2,0,0
MA,West Boylston town,75155,5,1,4,0
MA,West Bridgewater town,75260,23,23,0,0
MA,West Brookfield town,75400,12,12,0,0
MA,West Newbury town,77150,11,11,0,0
MA,West Springfield Town,77850,7,7,0,0
MA,West Stockbridge town,77990,2,2,0,0
MA,West Tisbury town,78235,20,20,0,0
MA,Westborough town,75015,116,12,4,100
MA,Westfield,76030,43,43,0,0
MA,Westford town,76135,35,35,0,0
MA,Westhampton town,76380,6,6,0,0
MA,Westminster town,77010,84,18,4,62
MA,Weston town,77255,24,8,2,14
MA,Westport town,77570,33,22,2,9
MA,Westwood town,78690,11,11,0,0
MA,Weymouth Town,78972,44,16,0,28
MA,Whately town,79110,1,1,0,0
MA,Whitman town,79530,16,8,4,4
MA,Wilbraham town,79740,27,27,0,0
MA,Williamsburg town,79915,6,6,0,0
MA,Williamstown town,79985,3,3,0,0
MA,Wilmington town,80230,33,15,0,18
MA,Winchendon town,80405,14,14,0,0
MA,Winchester town,80510,21,21,0,0
MA,Windsor town,80685,4,4,0,0
MA,Winthrop Town,81005,56,0,2,54
MA,Woburn,81035,130,15,14,101
MA,Worcester,82000,945,75,36,834
MA,Worthington town,82175,1,1,0,0
MA,Wrentham town,82315,16,16,0,0
MA,Yarmouth town,82525,31,31,0,0
NH,Acworth town,00260,7,7,0,0
NH,Albany town,00420,0,0,0,0
NH,Allenstown town,00660,9,9,0,0
NH,Alstead town,00820,6,6,0,0
NH,Alton town,01060,29,29,0,0
NH,Amherst town,01300,15,15,0,0
NH,Andover town,01460,8,8,0,0
NH,Antrim town,01700,14,14,0,0
NH,Ashland town,02020,7,7,0,0
NH,Atkinson town,02340,34,2,0,32
NH,Auburn town,02820,40,40,0,0
NH,Barnstead town,03220,23,23,0,0
NH,Barrington town,03460,55,55,0,0
NH,Bartlett town,03700,30,30,0,0
NH,Bath town,03940,7,7,0,0
NH,Bedford town,04500,20,20,0,0
NH,Belmont town,04740,22,22,0,0
NH,Bennington town,04900,3,3,0,0
NH,Benton town,05060,3,3,0,0
NH,Berlin,05140,25,5,0,20
NH,Bethlehem town,05460,22,16,0,6
NH,Boscawen town,06260,20,20,0,0
NH,Bow town,06500,19,19,0,0
NH,Bradford town,06980,5,5,0,0
NH,Brentwood town,07220,59,59,0,0
NH,Bridgewater town,07540,7,7,0,0
NH,Bristol town,07700,6,6,0,0
NH,Brookfield town,07940,3,3,0,0
NH,Brookline town,08100,10,10,0,0
NH,Campton town,08660,17,17,0,0
NH,Canaan town,08980,18,18,0,0
NH,Candia town,09300,21,21,0,0
NH,Canterbury town,09860,3,3,0,0
NH,Carroll town,10100,8,8,0,0
NH,Center Harbor town,10660,7,7,0,0
NH,Charlestown town,11380,9,9,0,0
NH,Chester town,12100,13,13,0,0
NH,Chesterfield town,12260,17,17,0,0
NH,Chichester town,12420,10,10,0,0
NH,Claremont,12900,4,4,0,0
NH,Colebrook town,13780,12,12,0,0
NH,Columbia town,13940,9,9,0,0
NH,Concord,14200,55,27,4,24
NH,Conway town,14660,43,43,0,0
NH,Coos County Unincorporated Area,00000,1,1,0,0
NH,Cornish town,15060,3,3,0,0
NH,Croydon town,16340,9,9,0,0
NH,Danbury town,16980,11,9,2,0
NH,Danville town,17140,14,14,0,0
NH,Deerfield town,17460,14,14,0,0
NH,Deering town,17780,0,0,0,0
NH,Derry town,17940,26,26,0,0
NH,Dorchester town,18740,3,3,0,0
NH,Dover,18820,513,82,6,425
NH,Dublin town,19140,11,11,0,0
NH,Dummer town,19300,3,3,0,0
NH,Dunbarton town,19460,23,23,0,0
NH,Durham town,19700,6,6,0,0
NH,East Kingston town,21380,3,3,0,0
NH,Easton town,22020,0,0,0,0
NH,Eaton town,23380,2,2,0,0
NH,Effingham town,23620,14,12,2,0
NH,Enfield town,24340,16,12,0,4
NH,Epping town,24660,92,58,34,0
NH,Epsom town,24900,18,18,0,0
NH,Exeter town,25380,16,16,0,0
NH,Farmington town,26020,5,5,0,0
NH,Fitzwilliam town,26500,11,11,0,0
NH,Francestown town,27140,5,5,0,0
NH,Franconia town,27300,11,11,0,0
NH,Franklin,27380,21,18,0,3
NH,Freedom town,27700,0,0,0,0
NH,Fremont town,27940,19,19,0,0
NH,Gilford town,28740,43,43,0,0
NH,Gilmanton town,28980,14,14,0,0
NH,Gilsum town,29220,4,4,0,0
NH,Goffstown town,29860,5,1,4,0
NH,Gorham town,30260,2,2,0,0
NH,Goshen town,30500,2,2,0,0
NH,Grafton town,30820,5,5,0,0
NH,Grantham town,31220,11,11,0,0
NH,Greenfield town,31540,9,9,0,0
NH,Greenland town,31700,15,13,2,0
NH,Greenville town,31940,1,1,0,0
NH,Groton town,32180,3,3,0,0
NH,Hampstead town,32900,9,9,0,0
NH,Hampton Falls town,33460,0,0,0,0
NH,Hampton town,33060,9,7,2,0
NH,Hancock town,33700,4,4,0,0
NH,Hanover town,33860,12,7,0,5
NH,Harrisville town,34420,1,1,0,0
NH,Hart's Location town,34500,3,3,0,0
NH,Haverhill town,34820,30,30,0,0
NH,Hebron town,35220,10,10,0,0
NH,Henniker town,35540,15,11,4,0
NH,Hill town,35860,3,3,0,0
NH,Hillsborough town,36180,15,10,0,5
NH,Hinsdale town,36660,5,5,0,0
NH,Holderness town,36900,10,10,0,0
NH,Hollis town,37140,17,17,0,0
NH,Hooksett town,37300,19,7,0,12
NH,Hopkinton town,37540,6,6,0,0
NH,Hudson town,37940,61,47,14,0
NH,Jackson town,38260,16,16,0,0
NH,Jaffrey town,38500,27,18,0,9
NH,Jefferson town,38820,5,5,0,0
NH,Keene,39300,13,13,0,0
NH,Kensington town,39780,4,4,0,0
NH,Kingston town,40100,5,5,0,0
NH,Laconia,40180,68,40,2,26
NH,Lancaster town,40420,10,6,0,4
NH,Langdon town,40900,0,0,0,0
NH,Lebanon,41300,138,34,0,104
NH,Lee town,41460,7,7,0,0
NH,Lempster town,41700,6,6,0,0
NH,Lincoln town,41860,43,21,10,12
NH,Lisbon town,42020,3,3,0,0
NH,Litchfield town,42260,49,2,0,47
NH,Littleton town,42580,15,13,2,0
NH,Londonderry town,43220,333,20,10,303
NH,Loudon town,43380,15,15,0,0
NH,Lyman town,44100,0,0,0,0
NH,Lyme town,44260,2,2,0,0
NH,Lyndeborough town,44580,7,7,0,0
NH,Madbury town,44820,1,1,0,0
NH,Madison town,45060,11,11,0,0
NH,Manchester,45140,193,26,10,157
NH,Marlborough town,45460,11,11,0,0
NH,Marlow town,45700,2,2,0,0
NH,Mason town,46260,1,1,0,0
NH,Meredith town,47140,47,35,12,0
NH,Merrimack town,47540,120,22,2,96
NH,Middleton town,47700,14,14,0,0
NH,Milan town,47860,1,1,0,0
NH,Milford town,48020,51,51,0,0
NH,Milton town,48660,12,12,0,0
NH,Monroe town,48980,1,1,0,0
NH,Mont Vernon town,49140,4,4,0,0
NH,Moultonborough town,49380,68,68,0,0
NH,Nashua,50260,146,44,4,98
NH,Nelson town,50580,1,1,0,0
NH,New Boston town,50740,17,17,0,0
NH,New Castle town,50980,1,1,0,0
NH,New Durham town,51220,64,64,0,0
NH,New Hampton town,51540,14,14,0,0
NH,New Ipswich town,51940,20,14,6,0
NH,New London town,52100,2,2,0,0
NH,Newbury town,50900,21,21,0,0
NH,Newfields town,51380,2,2,0,0
NH,Newington town,51620,5,5,0,0
NH,Newmarket town,52340,77,6,0,71
NH,Newport town,52580,18,18,0,0
NH,Newton town,52900,9,9,0,0
NH,North Hampton town,54580,2,2,0,0
NH,Northfield town,54260,12,12,0,0
NH,Northumberland town,56100,2,2,0,0
NH,Northwood town,56820,35,24,6,5
NH,Nottingham town,57460,21,15,2,4
NH,Orange town,58340,3,3,0,0
NH,Ossipee town,58740,36,34,2,0
NH,Pelham town,59940,42,42,0,0
NH,Pembroke town,60020,29,11,0,18
NH,Peterborough town,60580,15,13,2,0
NH,Pittsburg town,61780,26,26,0,0
NH,Pittsfield town,61940,8,8,0,0
NH,Plainfield town,62340,8,8,0,0
NH,Plaistow town,62500,12,9,0,3
NH,Plymouth town,62660,32,14,18,0
NH,Portsmouth,62900,113,37,0,76
NH,Randolph town,63860,2,2,0,0
NH,Raymond town,64020,25,9,0,16
NH,Richmond town,64420,0,0,0,0
NH,Rindge town,64580,14,7,0,7
NH,Rochester,65140,213,29,10,174
NH,Rollinsford town,65540,4,4,0,0
NH,Roxbury town,65700,0,0,0,0
NH,Rye town,66180,31,31,0,0
NH,Salem town,66660,147,32,2,113
NH,Salisbury town,66980,6,6,0,0
NH,Sanbornton town,67300,11,11,0,0
NH,Sandown town,67620,24,20,0,4
NH,Sandwich town,67780,10,10,0,0
NH,Seabrook town,68260,10,10,0,0
NH,Sharon town,68820,0,0,0,0
NH,Shelburne town,68980,2,2,0,0
NH,Somersworth,69940,35,35,0,0
NH,South Hampton town,71140,1,1,0,0
NH,Springfield town,72740,2,2,0,0
NH,Stoddard town,73700,15,15,0,0
NH,Strafford town,73860,13,13,0,0
NH,Stratham town,74340,7,7,0,0
NH,Sugar Hill town,74740,7,7,0,0
NH,Sullivan town,74900,1,1,0,0
NH,Sunapee town,75060,7,7,0,0
NH,Surry town,75300,1,1,0,0
NH,Sutton town,75460,4,4,0,0
NH,Swanzey town,75700,6,6,0,0
NH,Temple town,76260,2,2,0,0
NH,Thornton town,76740,37,37,0,0
NH,Tilton town,77060,4,4,0,0
NH,Troy town,77380,4,4,0,0
NH,Tuftonboro town,77620,47,47,0,0
NH,Unity town,77940,0,0,0,0
NH,Wakefield town,78180,31,31,0,0
NH,Walpole town,78420,4,4,0,0
NH,Warner town,78580,7,7,0,0
NH,Washington town,78980,14,14,0,0
NH,Waterville Valley town,79380,2,2,0,0
NH,Weare town,79780,16,16,0,0
NH,Webster town,80020,3,3,0,0
NH,Westmoreland town,82660,7,7,0,0
NH,Whitefield town,84420,7,5,2,0
NH,Wilmot town,84900,3,3,0,0
NH,Wilton town,85220,10,10,0,0
NH,Winchester town,85540,11,11,0,0
NH,Windham town,85780,52,52,0,0
NH,Windsor town,85940,0,0,0,0
NH,Wolfeboro town,86420,41,41,0,0
NH,Woodstock town,87060,2,0,2,0
NJ,Aberdeen township,00070,31,31,0,0
NJ,Absecon,00100,2,2,0,0
NJ,Alexandria township,00550,8,8,0,0
NJ,Allamuchy township,00670,35,35,0,0
NJ,Allendale borough,00700,53,4,0,49
NJ,Allenhurst borough,00730,0,0,0,0
NJ,Allentown borough,00760,1,1,0,0
NJ,Alloway township,00880,17,17,0,0
NJ,Alpha borough,01030,3,3,0,0
NJ,Alpine borough,01090,5,5,0,0
NJ,Andover borough,01330,0,0,0,0
NJ,Andover township,01360,17,17,0,0
NJ,Asbury Park,01960,51,51,0,0
NJ,Atlantic City,02080,57,17,2,38
NJ,Atlantic Highlands borough,02110,7,7,0,0
NJ,Audubon Park borough,02230,0,0,0,0
NJ,Audubon borough,02200,3,3,0,0
NJ,Avalon borough,02320,72,72,0,0
NJ,Avon-by-the-Sea borough,02440,56,56,0,0
NJ,Barnegat Light borough,03130,8,8,0,0
NJ,Barnegat township,03050,169,119,2,48
NJ,Barrington borough,03250,1,1,0,0
NJ,Bass River township,03370,3,3,0,0
NJ,Bay Head borough,03520,11,11,0,0
NJ,Bayonne,03580,150,22,2,126
NJ,Beach Haven borough,03940,25,25,0,0
NJ,Beachwood borough,04180,18,18,0,0
NJ,Bedminster township,04450,2,2,0,0
NJ,Belleville township,04695,84,1,14,69
NJ,Bellmawr borough,04750,11,1,0,10
NJ,Belmar borough,04930,10,10,0,0
NJ,Belvidere town,04990,0,0,0,0
NJ,Bergenfield borough,05170,11,11,0,0
NJ,Berkeley Heights township,05320,121,24,0,97
NJ,Berkeley township,05305,144,144,0,0
NJ,Berlin borough,05440,100,13,6,81
NJ,Berlin township,05470,23,23,0,0
NJ,Bernards township,05560,5,5,0,0
NJ,Bernardsville borough,05590,23,18,0,5
NJ,Bethlehem township,05650,0,0,0,0
NJ,Beverly,05740,2,2,0,0
NJ,Blairstown township,06160,11,9,2,0
NJ,Bloomfield township,06260,0,0,0,0
NJ,Bloomingdale borough,06340,2,2,0,0
NJ,Bloomsbury borough,06370,0,0,0,0
NJ,Bogota borough,06490,154,9,0,145
NJ,Boonton town,06610,12,12,0,0
NJ,Boonton township,06640,9,9,0,0
NJ,Bordentown,06670,8,8,0,0
NJ,Bordentown township,06700,10,1,0,9
NJ,Bound Brook borough,06790,63,8,0,55
NJ,Bradley Beach borough,06970,21,21,0,0
NJ,Branchburg township,07180,124,5,0,119
NJ,Branchville borough,07300,34,30,4,0
NJ,Brick township,07420,78,78,0,0
NJ,Bridgeton,07600,66,6,4,56
NJ,Bridgewater township,07720,20,20,0,0
NJ,Brielle borough,07750,21,21,0,0
NJ,Brigantine,07810,49,47,2,0
NJ,Brooklawn borough,08170,1,1,0,0
NJ,Buena Vista township,08710,3,3,0,0
NJ,Buena borough,08680,9,9,0,0
NJ,Burlington,08920,5,5,0,0
NJ,Burlington township,08950,98,42,0,56
NJ,Butler borough,09040,2,2,0,0
NJ,Byram township,09160,1,1,0,0
NJ,Caldwell borough,09250,84,8,0,76
NJ,Califon borough,09280,0,0,0,0
NJ,Camden,10000,8,2,6,0
NJ,Cape May,10270,24,24,0,0
NJ,Cape May Point borough,10330,14,14,0,0
NJ,Carlstadt borough,10480,220,104,80,36
NJ,Carneys Point township,10610,0,0,0,0
NJ,Carteret borough,10750,45,3,6,36
NJ,Cedar Grove township,11200,75,75,0,0
NJ,Chatham borough,12100,95,16,0,79
NJ,Chatham township,12130,60,60,0,0
NJ,Cherry Hill township,12280,174,18,0,156
NJ,Chesilhurst borough,12550,0,0,0,0
NJ,Chester borough,12580,0,0,0,0
NJ,Chester township,12610,4,4,0,0
NJ,Chesterfield township,12670,23,23,0,0
NJ,Cinnaminson township,12940,53,48,0,5
NJ,Clark township,13150,0,0,0,0
NJ,Clayton borough,13360,17,17,0,0
NJ,Clementon borough,13420,74,74,0,0
NJ,Cliffside Park borough,13570,60,8,52,0
NJ,Clifton,13690,155,20,2,133
NJ,Clinton town,13720,80,7,2,71
NJ,Clinton township,13750,8,8,0,0
NJ,Closter borough,13810,14,14,0,0
NJ,Collingswood borough,14260,0,0,0,0
NJ,Colts Neck township,14560,11,11,0,0
NJ,Commercial township,14710,0,0,0,0
NJ,Corbin City,15160,0,0,0,0
NJ,Cranbury township,15550,69,69,0,0
NJ,Cranford township,15640,8,8,0,0
NJ,Cresskill borough,15820,18,18,0,0
NJ,Deal borough,16660,18,18,0,0
NJ,Deerfield township,16900,3,3,0,0
NJ,Delanco township,17080,1,1,0,0
NJ,Delaware township,17170,12,12,0,0
NJ,Delran township,17440,267,190,0,77
NJ,Demarest borough,17530,14,14,0,0
NJ,Dennis township,17560,21,21,0,0
NJ,Denville township,17650,59,55,0,4
NJ,Deptford township,17710,43,43,0,0
NJ,Dover town,18070,94,4,0,90
NJ,Toms River township,73125,115,115,0,0
NJ,Downe township,18220,0,0,0,0
NJ,Dumont borough,18400,3,1,2,0
NJ,Dunellen borough,18490,56,38,0,18
NJ,Eagleswood township,18670,13,13,0,0
NJ,East Amwell township,18820,6,6,0,0
NJ,East Brunswick township,19000,341,16,0,325
NJ,East Greenwich township,19180,30,30,0,0
NJ,East Hanover township,19210,75,68,0,7
NJ,East Newark borough,19360,18,0,18,0
NJ,East Orange,19390,134,10,24,100
NJ,East Rutherford borough,19510,23,0,0,23
NJ,East Windsor township,19780,56,0,0,56
NJ,Eastampton township,18790,176,176,0,0
NJ,Eatontown borough,19840,23,8,0,15
NJ,Edgewater Park township,20050,142,130,0,12
NJ,Edgewater borough,20020,189,4,8,177
NJ,Edison township,20230,118,118,0,0
NJ,Egg Harbor City,20350,1,1,0,0
NJ,Egg Harbor township,20290,95,95,0,0
NJ,Elizabeth,21000,119,1,64,54
NJ,Elk township,21060,11,11,0,0
NJ,Elmer borough,21240,2,2,0,0
NJ,Elmwood Park borough,21300,0,0,0,0
NJ,Elsinboro township,21330,1,1,0,0
NJ,Emerson borough,21450,2,2,0,0
NJ,Englewood,21480,19,14,0,5
NJ,Englewood Cliffs borough,21510,56,48,8,0
NJ,Englishtown borough,21570,2,2,0,0
NJ,Essex Fells borough,21840,7,7,0,0
NJ,Estell Manor,21870,2,2,0,0
NJ,Evesham township,22110,5,5,0,0
NJ,Ewing township,22185,97,20,2,75
NJ,Fair Haven borough,22440,12,12,0,0
NJ,Fair Lawn borough,22470,218,36,2,180
NJ,Fairfield township,22350,1,1,0,0
NJ,Fairfield township,22385,0,0,0,0
NJ,Fairview borough,22560,92,2,12,78
NJ,Fanwood borough,22860,15,3,0,12
NJ,Far Hills borough,22890,5,5,0,0
NJ,Farmingdale borough,22950,0,0,0,0
NJ,Fieldsboro borough,23250,0,0,0,0
NJ,Flemington borough,23700,110,1,0,109
NJ,Florence township,23850,2,2,0,0
NJ,Florham Park borough,23910,64,43,0,21
NJ,Folsom borough,23940,2,2,0,0
NJ,Fort Lee borough,24420,33,33,0,0
NJ,Frankford township,24810,0,0,0,0
NJ,Franklin Lakes borough,24990,52,52,0,0
NJ,Franklin borough,24930,1,1,0,0
NJ,Franklin township,24840,202,202,0,0
NJ,Franklin township,24870,10,10,0,0
NJ,Franklin township,24900,30,21,0,9
NJ,Franklin township,24960,9,9,0,0
NJ,Fredon township,25140,2,2,0,0
NJ,Freehold borough,25200,6,1,2,3
NJ,Freehold township,25230,66,66,0,0
NJ,Frelinghuysen township,25320,1,1,0,0
NJ,Frenchtown borough,25350,3,0,0,3
NJ,Galloway township,25560,244,34,0,210
NJ,Garfield,25770,13,4,6,3
NJ,Garwood borough,25800,6,6,0,0
NJ,Gibbsboro borough,26070,1,1,0,0
NJ,Glassboro borough,26340,42,42,0,0
NJ,Glen Gardner borough,26550,0,0,0,0
NJ,Glen Ridge borough,26610,0,0,0,0
NJ,Glen Rock borough,26640,14,14,0,0
NJ,Gloucester City,26820,0,0,0,0
NJ,Gloucester township,26760,245,133,0,112
NJ,Green Brook township,27510,4,4,0,0
NJ,Green township,27420,1,1,0,0
NJ,Greenwich township,28170,0,0,0,0
NJ,Greenwich township,28185,1,1,0,0
NJ,Greenwich township,28260,74,3,0,71
NJ,Guttenberg town,28650,106,0,0,106
NJ,Hackensack,28680,210,0,0,210
NJ,Hackettstown town,28710,338,66,0,272
NJ,Haddon Heights borough,28800,1,1,0,0
NJ,Haddon township,28740,5,5,0,0
NJ,Haddonfield borough,28770,30,18,2,10
NJ,Hainesport township,29010,40,20,0,20
NJ,Haledon borough,29070,31,6,0,25
NJ,Hamburg borough,29220,0,0,0,0
NJ,Hamilton township,29280,15,13,2,0
NJ,Hamilton township,29310,170,38,14,118
NJ,Hammonton town,29430,14,14,0,0
NJ,Hampton borough,29460,0,0,0,0
NJ,Hampton township,29490,0,0,0,0
NJ,Hanover township,29550,113,60,2,51
NJ,Harding township,29700,11,11,0,0
NJ,Hardwick township,29820,14,14,0,0
NJ,Hardyston township,29850,48,10,0,38
NJ,Harmony township,30090,4,4,0,0
NJ,Harrington Park borough,30150,87,25,0,62
NJ,Harrison town,30210,97,22,4,71
NJ,Harrison township,30180,72,72,0,0
NJ,Harvey Cedars borough,30390,17,17,0,0
NJ,Hasbrouck Heights borough,30420,20,14,0,6
NJ,Haworth borough,30540,24,14,0,10
NJ,Hawthorne borough,30570,47,12,0,35
NJ,Hazlet township,30690,13,13,0,0
NJ,Helmetta borough,30840,1,1,0,0
NJ,Hi-Nella borough,32220,0,0,0,0
NJ,High Bridge borough,31320,0,0,0,0
NJ,Highland Park borough,31470,3,1,2,0
NJ,Highlands borough,31500,41,28,0,13
NJ,Hightstown borough,31620,2,2,0,0
NJ,Hillsborough township,31890,74,43,0,31
NJ,Hillsdale borough,31920,259,3,0,256
NJ,Hillside township,31980,9,7,2,0
NJ,Ho-Ho-Kus borough,32310,4,4,0,0
